,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,timestamp,coin,proposal,proposal_type,initial_price,time_5_day,time_5_price,price_high,timestamp_high,percent_high,average_price,average_percent,sentiment_score,sentiment_boolean,summary,sentiment_new
1328,3673,3673,3673,2021-12-19 16:55:01+00:00,pankcakeswap,"It would be nice to introduce trading bots which would require limit orders to work. With trading bots it will greatly increase the volume and the burn rate of cake. (from fees).


Example of trading bot setup
Parameter 5-20
100 orders

So if cake hits 5 you will have 100% cake and if cake hits 20 your will have 100% stables. In between 5 to 20 there would be 100 sell/buy orders. So imagine the account of trading fees and lp rewards being generated. This would mean more cake will be burnt and more rewards will be given. In my opinion the lp rewards will be much more higher than now.",bearish,12.51,2021-12-19 16:55:01+00:00,11.8,11.8,2021-12-20 00:00:00+00:00,5.6754596322941495,12.035,-0.0379696243005595,0.9553932547569276,True," The text expresses a positive sentiment towards implementing trading bots for Cake, as they are expected to increase volume and burn rate (of fees), potentially leading to increased LP rewards. This could result in higher LP rewards compared to current levels.",bearish
1338,3700,3700,3700,2022-01-31 16:40:31+00:00,pankcakeswap,"The idea is if we reduce average **'Ends in'** it will help us get more rewards in the short term

Instead of spending the same amount of tokens on average **60-30** days, we can spend it on average **15-20** This will make the **APR much bigger** which will bring more users to the platform",bearish,7.39,2022-01-31 16:40:31+00:00,7.0,7.0,2022-02-03 00:00:00+00:00,5.27740189445195,7.24,-0.0202976995940459,0.9477745890617372,True," The text suggests that by decreasing the average duration (Ends in), there will be a larger increase in short-term rewards due to a significantly higher APR, potentially attracting more users.",bearish
1341,3712,3712,3712,2021-12-27 16:06:32+00:00,pankcakeswap,Pancakeswap should allow us to see all our transaction history and the preformance of our investments. I want to see when i first bought cake and how much my staking has rewarded me over time among other things! You can do this PCS!,bearish,13.12,2021-12-27 16:06:32+00:00,12.0,12.0,2021-12-28 00:00:00+00:00,8.53658536585365,12.015,-0.0842225609756096,0.850287914276123,True,"User expresses a desire for transparency in PancakeSwap, requesting access to transaction history and investment performance, including the initial purchase of CAKE and accumulated staking rewards. Encourages PancakeSwap to improve its platform features.",bearish
1342,3714,3714,3714,2021-12-18 20:03:53+00:00,pankcakeswap,"The ability to use CAKE tokens to purchase NFTs and play games on PCS. I imagine a potential burn mechanism could be created with each confirmed nft sale, allowing for preservation of value in the CAKE token. 

This would not only create utility for CAKE but would also drive more traffic to Binance Smart Chain.",bearish,12.65,2021-12-18 20:03:53+00:00,11.8,11.8,2021-12-20 00:00:00+00:00,6.7193675889327995,12.29,-0.0284584980237155,0.8334122896194458,True," The text describes a proposed use case and potential burn mechanism for CAKE tokens, enhancing their utility while attracting more traffic to Binance Smart Chain.",bearish
1349,3732,3732,3732,2021-07-19 13:17:58+00:00,pankcakeswap,"Cardano (ADA) is going to lanuch the smart contract soon, many people are holding ADA, propse to create ADA pool to allow people to stake ADA to earn Cake. This will attract alot of new investors to join Pancakeswap",bearish,12.036,2021-07-19 13:17:58+00:00,10.85,10.85,2021-07-20 00:00:00+00:00,9.85377201728148,12.088,0.0043203722166833,0.8901309967041016,True," The text indicates excitement about the upcoming launch of smart contracts on Cardano (ADA), with a proposal for an ADA staking pool on Pancakeswap, potentially drawing in new investors.",bearish
1358,3753,3753,3753,2021-11-22 18:13:19+00:00,pankcakeswap,Its seems the price of Cake is going down and APY also going down... I suggest to make and ungoing pool. staking cake to earn BNB so our profits at least go up with the market with a 3-4 APY it would be nice.,bearish,14.93,2021-11-22 18:13:19+00:00,13.64,13.64,2021-11-24 00:00:00+00:00,8.64032150033489,14.375,-0.037173476222371,0.9377956986427308,True," The text expresses concern about decreasing prices and APY of Cake, but suggests creating an ongoing pool for staking Cake to potentially increase profits despite market fluctuations, with a suggested APY of around 3-4%.",bearish
1362,3760,3760,3760,2022-06-27 01:18:00+00:00,pankcakeswap,hey guys cake should add a two year locking option for those who are here long term in time for the next bitcoin halving.  APY shoukd be 2.5 of what it is now if that option is available.,bearish,3.32,2022-06-27 01:18:00+00:00,3.143,3.143,2022-06-28 00:00:00+00:00,5.33132530120482,3.11,-0.0632530120481927,0.9479248523712158,True,"The text expresses enthusiasm about a potential two-year locking option for long-term users, suggesting an increased Annual Percentage Yield (APY) of 2.5 times the current rate in relation to the next Bitcoin halving event.",bearish
1368,3776,3776,3776,2022-01-18 05:03:06+00:00,pankcakeswap,We propose to increase Pancakeswap's services by adding loans that can only be borrowed using CAKE as locked collateral. This would increase the demand for CAKE and therefore its price.,bearish,10.9,2022-01-18 05:03:06+00:00,10.25,10.25,2022-01-19 00:00:00+00:00,5.96330275229358,10.42,-0.0440366972477064,0.9450697302818298,True," The text suggests a plan to boost PancakeSwap's services by introducing CAKE-collateralized loans, potentially increasing CAKE's demand and price.",bearish
1369,3777,3777,3777,2022-02-15 01:48:06+00:00,pankcakeswap,I think it would be good to increase the private IFO allocation to encourage people to buy the pancake squard NFT.,bearish,8.31,2022-02-15 01:48:06+00:00,7.76,7.76,2022-02-17 00:00:00+00:00,6.61853188929002,8.030000000000001,-0.0336943441636581,0.949013888835907,True," The text expresses a positive sentiment, suggesting an increase in private Initial Coin Offering (IFO) allocation for Pancake Square NFT is beneficial to stimulate purchases.",bearish
1371,3781,3781,3781,2021-08-04 23:58:01+00:00,pankcakeswap,"OpenOcean (OOE) is one of the strongest projects in the features of cryptocurrency , so we need to add it to syrup pools !",bearish,17.538,2021-08-04 23:58:01+00:00,16.387,16.387,2021-08-05 00:00:00+00:00,6.56289200592998,17.7755,0.0135420230356939,0.8832682371139526,True," The text expresses enthusiasm for OpenOcean as a strong project within cryptocurrency, suggesting its inclusion in syrup pools.",bearish
1388,3817,3817,3817,2021-12-18 19:42:00+00:00,pankcakeswap,"Create a Metaverse which Pancake Squad and Pancake Bunnies NFTs can be used in it. This can make our NFTs more valuable. In this way, I think much more people will want to buy Pancake NFTs and this may increase the circulating in NFT market.",bearish,12.65,2021-12-18 19:42:00+00:00,11.8,11.8,2021-12-20 00:00:00+00:00,6.7193675889327995,12.29,-0.0284584980237155,0.9318192601203918,True," The text expresses enthusiasm for creating a Metaverse where Pancake Squad and Pancake Bunnies NFTs can be utilized. This is believed to increase their value, potentially attracting more buyers and boosting the circulation of NFTs in the market.",bearish
1399,3835,3835,3835,2021-11-29 18:50:11+00:00,pankcakeswap,"add a feature that auto harvests cakea from farming and add them to the auto cake pool, the following are the benefits
1- reduce the harvesting cost and process specially when you have multiple farming going on
2- adding harvested cakes to auto pool will increase earning cakes and encorages to stake more cakes in the pool",bearish,14.56,2021-11-29 18:50:11+00:00,13.68,13.68,2021-11-30 00:00:00+00:00,6.04395604395604,13.575,-0.0676510989010989,0.8391275405883789,True," The text proposes a feature that automates cake harvesting from farming and adds them to an auto cake pool, reducing harvesting costs and increasing earnings by encouraging more staking of cakes in the pool.",bearish
1414,3879,3879,3879,2021-07-14 07:37:37+00:00,pankcakeswap,"Hi, Chef! TWT-BNB pool has stable level of liqudity (around 13MM) and TWT is a important token of BSC ecosystem, so we ask you to rewiew your decision of adjustment TWT-BNB farm by 50%.
May it be just 25%?

( \🥧/ )

 (•ㅅ•. )",bearish,14.008,2021-07-14 07:37:37+00:00,12.795,12.795,2021-07-16 00:00:00+00:00,8.65933752141632,13.2565,-0.0536479154768703,0.9131730198860168,True," Request for a 25% adjustment in the TWT-BNB farm, citing stable liquidity and importance of TWT in BSC ecosystem.",bearish
1418,3888,3888,3888,2021-11-09 21:02:27+00:00,pankcakeswap,"Portugues:
O que acham de ser possivel atraves da PancakeSwap fazer pool de BNB e BUSD?

Seria Optimo colocar os nossos BNB's e até mesmo BUSD a fazer pool tal e qual como a CAKE.


Ingles:
What do you think it is possible through PancakeSwap to pool BNB and BUSD?

It would be great to put our BNB's and BUSD to pool, just like we do with CAKE.",bearish,19.74,2021-11-09 21:02:27+00:00,17.5,17.5,2021-11-10 00:00:00+00:00,11.34751773049644,18.58,-0.0587639311043566,0.903847634792328,True," The text expresses a positive sentiment about the possibility of creating a liquidity pool for BNB and BUSD tokens on PancakeSwap, comparing it favorably to the CAKE pool.",bearish
1420,3900,3900,3900,2022-06-08 23:26:46+00:00,pankcakeswap,"I would like to suggest a monthly free lottery for pancake squard holders. 

To be eligible you must enter your pancake Squad monthly to enter a lottery and the more you have the higher the odds. 

The lottery reward can come from trsding fees for pancake squard nft itself.",bearish,4.448,2022-06-08 23:26:46+00:00,4.188,4.188,2022-06-10 00:00:00+00:00,5.8453237410072,4.2975,-0.0338354316546762,0.8116717338562012,True," The text proposes a monthly free lottery for Pancake Squad holders, where eligibility requires regular participation. Rewards could potentially be sourced from trading fees of the Pancake Squad NFT. The sentiment is positive and engaging, suggesting a reward system for loyal participants.",bearish
1429,3917,3917,3917,2021-10-05 08:11:41+00:00,pankcakeswap,"The cake burning isn't really effective, till the emessions are below 10%.
A cut would probably increase the price and help reducing the supply!",bearish,19.96,2021-10-05 08:11:41+00:00,18.57,18.57,2021-10-06 00:00:00+00:00,6.96392785571142,19.585,-0.0187875751503006,0.8661826252937317,True,"The cake burning process needs improvement to keep emissions under 10%, and a potential solution could be a supply reduction through price increases.",bearish
1430,3921,3921,3921,2022-03-09 11:53:17+00:00,pankcakeswap,Take steps to Include PancakeSwap in Polygon Ecosystem (source://polygon.technology/ 7000+ dApps choose Polygon to scale. Polygon believes in Web3 for all. Polygon is a decentralised Ethereum scaling platform that enables developers to build scalable user-friendly dApps with low transaction fees without ever sacrificing on security).,bearish,6.24,2022-03-09 11:53:17+00:00,5.87,5.87,2022-03-10 00:00:00+00:00,5.92948717948718,6.035,-0.0328525641025641,0.9187546968460084,True," The text expresses enthusiasm about integrating PancakeSwap into the Polygon ecosystem, highlighting Polygon's ability to scale dApps and offer low transaction fees while maintaining security.",bearish
1432,3928,3928,3928,2021-12-16 08:48:38+00:00,pankcakeswap,"I would appreciate if PancakeSwap can create a detailed comprehensive video of all the packages that is offered within the exchange. I must confess that it took me a while to get around some of the key packages and not even all of them. Every other day, I keep discovering some new additional packages which I would have preferred I knew when I join the exchange.

I would appreciate if the exchange can create a detailed comprehensive welcome/tutorial pack videos so that any new members or even existing members can go through each of them whenever required. This I believe will attract more people this platform and will prompt them to stay.",bearish,12.57,2021-12-16 08:48:38+00:00,11.69,11.69,2021-12-17 00:00:00+00:00,7.000795544948291,12.535,-0.0027844073190135,0.926903247833252,True," The text expresses a positive sentiment, with the author requesting for clearer video tutorials on PancakeSwap's packages to help new and existing users navigate better. They believe that such tutorials would increase user engagement and attract more people to the platform.",bearish
1434,3931,3931,3931,2021-10-26 12:56:13+00:00,pankcakeswap,"Do you agree with the fact that: Pancakeswap team *should* try to get the CAKE token to be listed on other **major** exchanges?

We need more exchanges. Uniswap UNI token is listed on many major exchanges.
Example exchanges: Kraken, Coinbase, FTX, Bitfinex, Bitstamp, Huobi, Crypto .com etc.

I think newer listing will bring more exposure to the CAKE token and it will be accessible to a larger user base. Pancakeswap team should think outside the BSC/Binance ecosystem too.",bearish,19.36,2021-10-26 12:56:13+00:00,18.0,18.0,2021-10-27 00:00:00+00:00,7.0247933884297495,18.15,-0.0625,0.9345167279243468,True," The text expresses a positive sentiment towards the idea of PancakeSwap team attempting to list the CAKE token on major exchanges, as it is believed this would increase exposure and accessibility to a larger user base.",bearish
1435,3933,3933,3933,2021-12-18 08:39:17+00:00,pankcakeswap,"If you added and substracted in a farm the overview can be lost of how many of each token you hold.
I would like to ask PCS to add the number of tokens of each coin you hold in a farm in the dashboard.

Its great that we see dollar en pool value, this added information would be great addition.",bearish,12.65,2021-12-18 08:39:17+00:00,11.8,11.8,2021-12-20 00:00:00+00:00,6.7193675889327995,12.29,-0.0284584980237155,0.8883247375488281,True," The text expresses a desire for improved visibility of token holdings in a farming context within the PCS dashboard, suggesting that the addition of the number of tokens held for each coin could enhance user understanding and management.",bearish
1441,3944,3944,3944,2021-10-26 15:40:30+00:00,pankcakeswap,"I hope pancakeswap could have market order and p2p market like the same one in binance, and also create a autolending feature like kucoin, allowing crypto lenders to match orders with borrowers. 

Besides that, i hope pancakeswap could have stronger kyc towards its users to prevent money launderers or criminal proceeds, and also stronger kyc towards its projects to reduce likelihood of rugpulls and also fraud. 

Furthermore, increase the APY for autocake could definitely attract nore cake buyers and holders.",bearish,19.36,2021-10-26 15:40:30+00:00,18.0,18.0,2021-10-27 00:00:00+00:00,7.0247933884297495,18.15,-0.0625,0.9352538585662842,True," The text expresses a desire for PancakeSwap to improve features (market order, P2P market, auto-lending), strengthen KYC measures for users and projects, and boost APY for AutoCake to attract more users.",bearish
1445,3959,3959,3959,2021-10-09 18:05:04+00:00,pankcakeswap,"Use Pancake Squad NFT as multiplier in AUTO CAKE, for a limited time to be burned after,  it will help the user to increse their earnings and also help the HODLers of NFTs by decreasing circulation amount of said NFT collection thus increase value.",bearish,19.67,2021-10-09 18:05:04+00:00,18.52,18.52,2021-10-10 00:00:00+00:00,5.846466700559231,18.705,-0.0490594814438232,0.9524421095848083,True," The text suggests that using Pancake Squad NFT as a multiplier in AUTO CAKE temporarily increases users' earnings while reducing the circulating supply of the associated NFT, potentially boosting its value.",bearish
1446,3960,3960,3960,2022-03-03 10:59:19+00:00,pankcakeswap,"Just a little change:
- lottery with 5 digits instead 6
- same prize %

1 digit:         15% prize (chances 1/10)

2 digits:      15% prize (chances 1/100)

3 digits:      15% prize (chances 1/1000)

4 digits:      15% prize (chances 1/10000)

all 5 digits: 15% prize (chances 1/100000)

-----------
results:

many people happy with just 1 or 2 right digits

still an huge amount of money for who guess all 5 digits",bearish,6.58,2022-03-03 10:59:19+00:00,5.9,5.9,2022-03-04 00:00:00+00:00,10.33434650455926,6.095000000000001,-0.07370820668693,0.8668783903121948,True," The text expresses a positive sentiment as it suggests that the change from a 6-digit lottery to a 5-digit one makes it more accessible, with many people potentially winning smaller prizes (1 or 2 correct digits), while still offering a significant prize for those who correctly guess all 5 digits.",bearish
1449,3964,3964,3964,2022-01-31 01:15:48+00:00,pankcakeswap,"Unlock NFT Rewards at certain achievement point milestones.     
*example: 1000, 2500, 5000, 10000, etc.*

Currently, there is not much incentive to hunt for Achievements/Points.     

This could be an opportunity to add more achievements as well, increasing activity in both long-time and new PancakeSwap users. 

Supply for the NFT rewards would be lower and lower for every milestone.     
Once an NFT's entire supply is redeemed for any milestone, the reward refreshes into a new one. 

Many users would spend more time on PancakeSwap for the chance at valuable NFTs; since achievements are seldom used in most DeFi applications, many would want to try it out.",bearish,7.39,2022-01-31 01:15:48+00:00,7.0,7.0,2022-02-03 00:00:00+00:00,5.27740189445195,7.24,-0.0202976995940459,0.8544541597366333,True," The text suggests an opportunity to enhance user engagement and activity on PancakeSwap by introducing a system where users can unlock NFT rewards upon reaching certain achievement point milestones. This is expected to encourage both new and existing users to spend more time on the platform due to the potential of obtaining valuable NFTs. However, since achievements are not commonly used in DeFi applications, there may be initial interest among users who wish to explore this novel feature.",bearish
1451,3967,3967,3967,2021-08-29 19:00:25+00:00,pankcakeswap,"Yup, I'm talking real chocolate Easter bunnies, we've come this far, this isn't out of the realm of possibility!!",bearish,25.19,2021-08-29 19:00:25+00:00,23.01,23.01,2021-08-30 00:00:00+00:00,8.65422786820166,23.045,-0.0851528384279475,0.8368664383888245,True, Positive excitement about real chocolate Easter bunnies being feasible.,bearish
1459,3989,3989,3989,2021-11-25 13:53:39+00:00,pankcakeswap,"As we need more use cases for our dear $CAKE token, I suggest to specify e vault destined for making strategic partnerships with international food firms and restaurants (kfc, McDonald's.. Whatever) to make them offer some deals for $cake holders, in counterparts we can offer them some exclusive NFTs and even more crypto services... I think it's a quite win win deal and the food industry is gigantic market where pancakeswap can easily find a good foothold to go mainstream.",bearish,14.42,2021-11-25 13:53:39+00:00,12.0,12.0,2021-11-26 00:00:00+00:00,16.78224687933426,12.985,-0.0995145631067961,0.8765174150466919,True," The text proposes a strategic partnership between the $CAKE token and international food companies, offering deals for holders in exchange for exclusive NFTs and crypto services. It suggests this could help the token gain mainstream popularity in the vast food industry market. Overall, it expresses optimism about the potential benefits of such a partnership.",bearish
1465,3997,3997,3997,2022-04-24 23:51:52+00:00,pankcakeswap,"I propose a vote to make the syrup pools last longer. 

As you can see, once that GMT Syrup pool runs out we are going to be in a lot of trouble with not having any syrup pools.  23,000,000 CAKE is staked in that one Syrup Pool. 

I purpose to make the Syrup Pools last 120 Days at half the current APR%.  Make the Syrup Pools Pay out Slower. 

 
 We could even go as far as making them last 180Days and payout 66% slower.  

The APRs of the Syrup Pools would be 30% - 40%, but the Syrup pools will last longer. This will give more projects time to launch on Pancakeswap and for current projects to add more tokens to extend their Syrup Pools.  

It will also help investors not worry about dumping their Cake when big pools like the GMT are going to expire.",bearish,9.27,2022-04-24 23:51:52+00:00,8.56,8.56,2022-04-25 00:00:00+00:00,7.6591154261057,8.199,-0.1155339805825242,0.9044942259788512,True," The text proposes an extension of the duration of Syrup Pools on Pancakeswap, suggesting they last 120 days at half the current APR%, or potentially up to 180 days with a slower payout rate. This adjustment aims to provide more time for new projects to launch and existing ones to extend their pools, reducing investor concerns about impending pool expirations.",bearish
1476,4024,4024,4024,2021-10-13 03:48:56+00:00,pankcakeswap,"Pancakeswap should be using $CAKE as the primary currency. 

In one of the twitter and medium posts prior to the launch of the NFT marketplace, the core team mentioned that using BNB would make the marketplace more accessible. 

I disagree (and you should too).

We have a highly liquid Liquidity Pool of BNB-CAKE where anyone, without an account or KYC, can easily do a swap. This step compels new users to try the platform, explore the menus and maybe even get involved in LP Pools and farms. 

Similarly, lotto and prediction should also be all about $CAKE. 

$CAKE price has stabilised.
There is a strong floor price and the number of users who believe in $CAKE is only growing - this is evident in the growing staking pool (Auto CAKE & manual CAKE) and LP pools (BNB-CAKE). Pancakeswap has the historical data and it is carved into the blockchain. Data shows. 

Let pancakeswap be all about $CAKE.
Say bye bye to $BNB.",bearish,20.31,2021-10-13 03:48:56+00:00,19.18,19.18,2021-10-15 00:00:00+00:00,5.56376169374691,19.875,-0.0214180206794681,0.831189751625061,True," The text advocates for PancakeSwap to primarily use CAKE as its currency, citing a highly liquid BNB-CAKE Liquidity Pool and growing user base and staking pools (Auto CAKE & manual CAKE) as reasons for this shift. It suggests that lotto and prediction features should also be based on CAKE. The author believes that the stabilized price of CAKE, strong floor price, and increasing number of supporters indicate a move towards making PancakeSwap all about CAKE, suggesting a decrease in BNB usage.",bearish
1480,4030,4030,4030,2021-07-15 15:07:33+00:00,pankcakeswap,"Hi! The DFD token price decreased 77% in 90 days, how about to change the DFD-BUSD pool multiplier of 0,5x to 1x?",bearish,13.697,2021-07-15 15:07:33+00:00,12.795,12.795,2021-07-16 00:00:00+00:00,6.5853836606556095,12.781,-0.0668759582390303,0.9350042939186096,True,The text suggests a decrease in DFD token price and proposes increasing the DFD-BUSD pool multiplier from 0.5x to 1x as a potential solution.,bearish
1482,4034,4034,4034,2021-09-09 04:15:35+00:00,pankcakeswap,"Create a list of scam tokens to block them, by using an smartcontract with trust communities members and bounty hunter than will add scam tokens and scam LP to the block list, and allocate cake tokens to pay a montly bounty to this trusties for their help.",bearish,20.53,2021-09-09 04:15:35+00:00,18.6,18.6,2021-09-10 00:00:00+00:00,9.40087676570871,19.34,-0.0579639551875305,0.8041179776191711,True," The text proposes creating a smart contract that allows community members and ""bounty hunters"" to identify and block scam tokens and liquidity pools (LP). These contributors will be rewarded with Cake tokens as a monthly bounty. The sentiment is constructive, suggesting a collaborative approach to combat potential scams in the crypto space.",bearish
1486,4042,4042,4042,2022-04-28 17:59:45+00:00,pankcakeswap,"P2P exchange is a business that allows customers to trade cryptocurrencies for other assets, such as conventional fiat money or other digital currencies. Exchanges may accept credit card payments, wire transfers or other forms of payment in exchange for cryptocurrencies all over the world. 

Pancakeswap could be the first who will introduce p2p in decentralized exchanges.

It looks like this could lead to great opportunities for all of us. This will inevitably lead us to the growth of users, the price of the token and the strengthening of the whole system.",bearish,8.27,2022-04-28 17:59:45+00:00,7.645,7.645,2022-04-29 00:00:00+00:00,7.55743651753325,7.468500000000001,-0.0969165659008463,0.913597285747528,True," The text discusses the potential expansion of P2P trading on decentralized exchanges, specifically mentioning Pancakeswap as a pioneer. It suggests this development could bring increased user base, token value growth, and system strengthening.",bearish
1489,4054,4054,4054,2022-04-28 18:39:19+00:00,pankcakeswap,"**P2P exchange** is a business that allows customers to trade cryptocurrencies for other assets, such as conventional fiat money or other digital currencies. Exchanges may accept credit card payments, wire transfers or other forms of payment in exchange for cryptocurrencies all over the world.

**Pancakeswap** could be the first who will introduce p2p in decentralized exchanges. 
This will strengthen the **anonymity** and ensure the flow of money to the exchange.

It looks like this could lead to **great opportunities** for all of us. This will inevitably lead to the growth of users, the **PRICE** of the pancakes and the strengthening of the whole system.",bearish,8.27,2022-04-28 18:39:19+00:00,7.645,7.645,2022-04-29 00:00:00+00:00,7.55743651753325,7.468500000000001,-0.0969165659008463,0.9412778615951538,True," The text discusses the potential benefits of Peer-to-Peer (P2P) trading in decentralized exchanges, specifically mentioning PancakeSwap as a pioneer in this area. This innovation is expected to enhance anonymity, increase user base, boost token prices, and strengthen the overall system. The sentiment is generally positive, suggesting potential opportunities and growth in the decentralized exchange market.",bearish
1493,4060,4060,4060,2022-05-13 03:30:22+00:00,pankcakeswap,"I hope that the price of Cake will enter slow bull from now on, that is, the price of Cake will gradually rise, because the process of gradually rising price is the process of attracting users to buy.",bearish,4.327,2022-05-13 03:30:22+00:00,3.974,3.974,2022-05-14 00:00:00+00:00,8.15807718973884,4.497999999999999,0.0395192974347121,0.9459375143051147,True," The text expresses optimism about the gradual increase in the price of 'Cake', suggesting it could lead to more user adoption due to rising prices.",bearish
1520,4114,4114,4114,2021-09-22 19:04:34+00:00,pankcakeswap,"As we wait to find out what the points can be used for, why not make the points available to purchase NFTs? 

The point system itself can serve many purposes but I simply propose one of the purposes be to ourchase PancakeSwap NFTs.",bearish,20.21,2021-09-22 19:04:34+00:00,17.3,17.3,2021-09-24 00:00:00+00:00,14.39881246907471,19.465,-0.0368629391390401,0.855438768863678,True," The text suggests a proposal to use points for purchasing NFTs on PancakeSwap, indicating a positive sentiment towards potential utilization and trading opportunities.",bearish
1521,4117,4117,4117,2021-12-28 23:37:23+00:00,pankcakeswap,"With all these good inputs comming from the community its a shame to see them not ending the voting for years to come. It would benefit the platform vastly if there was a limit on the maximum length a proposal can last. I would say cap it at 1 year, but honestly a couple months would be better IMO. Heck even presidential campaigns last shorter than the limit on some of these proposals. Lets not be more bureaucratic than the politicians. 

If we have a shorter time limit there will be certain advantages and disadvantages. To list some : 

Advantages: 

1: The platform will be more dynamic and great ideas can be implentende when they are needed. 

2: Our community will become more active and thuse attracting more participation, AKA growth. 

3: With a flexible DAO we can handle market changes basically in the moment! 

Disadvantages: 

1: The team will be overloaded, at least in the short term. But this can be balanced out with the growth that will follow. More growth = the team can easily expand. Heck if they need help, with lets say digital marketing i can probably give a hand. Im certain others also wouldnt mind helping the platform grow more. 

2: Certain proposals might be better of with longer time frames to make sure a good portion of the community has had chance to cast their vote. But this is might not be a disadvantage for some. 


IMO i would say the advantages outweight the disadvanteges and i hope others also see the value in implenting a limit on how long a proposal should last. 

One last input, IF we implentent a limit, lets say 6 months. Once the platform has had its share of proposals we might add another fuction that suggestes a time limit based on the specific proposal a person writes. but this would requiere a algo that reads the texts and suggests a time limit.",bearish,12.2,2021-12-28 23:37:23+00:00,11.53,11.53,2021-12-29 00:00:00+00:00,5.49180327868852,11.925,-0.0225409836065572,0.8262360095977783,True," The text expresses frustration about prolonged voting periods for proposals on a platform, suggesting a shorter time limit to improve its dynamics, attract more community participation, and adapt quickly to market changes. The author acknowledges potential disadvantages such as team overload in the short term but believes these can be mitigated by growth and volunteer support. They propose a 6-month limit for proposals, with a possible future function that suggests time limits based on proposal content. Overall, the sentiment is optimistic about the benefits of a shorter voting period and the potential for growth and adaptability.",bearish
1524,4124,4124,4124,2021-08-28 15:28:17+00:00,pankcakeswap,"The APR dropped down around 35% of CAKE/BNB LP in farm. Increase the reward of CAKE/BNB LP, Improve the holder's confident to hodl BNB and CAKE.",bearish,25.47,2021-08-28 15:28:17+00:00,23.01,23.01,2021-08-30 00:00:00+00:00,9.65842167255593,24.195,-0.0500588928150765,0.9478177428245544,True, Decrease in APR for CAKE/BNB LP farm; suggestion to increase rewards for LP holders to boost confidence in holding BNB and CAKE.,bearish
1525,4126,4126,4126,2021-10-13 22:36:01+00:00,pankcakeswap,"If our beloved chef can do buyback cake everyday or auto-buyback, it will stabilize cake price more and people selling after monday buyback will reduce.
Cake burn can be done as usual.",bearish,20.31,2021-10-13 22:36:01+00:00,19.18,19.18,2021-10-15 00:00:00+00:00,5.56376169374691,19.875,-0.0214180206794681,0.907270848751068,True," The text suggests that a daily or automatic cake buyback system could help stabilize cake prices by reducing the number of sellers post-Monday buyback, potentially preventing cake burn.",bearish
1526,4129,4129,4129,2021-11-29 17:42:35+00:00,pankcakeswap,"Because the current times need diversity, and this person has shown dedication to the project and commitment, I propose that we have a female representative in the Latin American community.

**That is why I feel represented by the next Chef Catu.**

She has very good diction and makes us look very good to the collective and to our community.

> That is why I ask you to support us with your vote.",bearish,14.56,2021-11-29 17:42:35+00:00,13.68,13.68,2021-11-30 00:00:00+00:00,6.04395604395604,13.575,-0.0676510989010989,0.9231339693069458,True," The text expresses a positive sentiment towards the proposed female representative, ""Chef Catu"", who is seen as a strong and dedicated figure within the Latin American community, enhancing their representation and public image.",bearish
1537,4161,4161,4161,2021-08-23 08:53:22+00:00,pankcakeswap,"**Get in the context:**

For the ones who doesn't know what's Binance Launchpad, it's a Binance platform designed for launching & farming new tokens.

Recently, the Mobox team allocated 3 million of their native tokens to be farmed by Binance users for a small period of time. Among this movement, Binance listed their token in several pairs. As consequence from the launchpad offering and the listing, MBOX gained a 150% in less than 4 hours.

PancakeSwap team are great friends with Binance, but there has never been such an event in their launchpad platform, yet.

**The proposal:**

**Allocate 800,000 CAKE tokens** *(~16 M $USD)* substracted from the weekly burn to be launched on Binance Launchpad.

This will allow all Binance's users to farm CAKE tokens with BNB, BUSD and CAKE. It can't be a better marketing campaign than appear in the first page of Binance, seen by millions of users, to increase the CAKE adoption and keep building its real value.

Give yourself a while to think about it and take your own conclusions, then leave your vote here. Remember, this is a community proposal, it needs visibility (a lot of votes) to be seen by the chefs and so they can make it a reality.
*#Cake4Ever*",bearish,25.217,2021-08-23 08:53:22+00:00,23.038,23.038,2021-08-24 00:00:00+00:00,8.640996153388581,24.8085,-0.0161993893008683,0.808139979839325,True," The text proposes allocating 800,000 CAKE tokens for farming on Binance Launchpad, aiming to increase adoption and value. It highlights the success of a previous event (MBOX) on Binance Launchpad and mentions a potential collaboration between PancakeSwap and Binance. The text encourages community members to vote on this proposal to make it a reality, emphasizing its potential impact on CAKE's visibility and value. Overall, the sentiment is optimistic and promotional.",bearish
1539,4167,4167,4167,2021-11-22 19:19:43+00:00,pankcakeswap,Moving forward all NFT purchases should be required to be made using cake and not BNB. Will help the burn rate of the CAKE token and increase volume significantly.,bearish,14.93,2021-11-22 19:19:43+00:00,13.64,13.64,2021-11-24 00:00:00+00:00,8.64032150033489,14.375,-0.037173476222371,0.8392444849014282,True," The text advocates for NFT purchases to be made with CAKE token, suggesting it could boost CAKE's burn rate and volume.",bearish
