,Unnamed: 0.1,Unnamed: 0,timestamp,coin,proposal,proposal_type,initial_price,time_5_day,time_5_price,price_high,timestamp_high,percent_high,average_price,average_percent,category
2042,2042,2042,2023-03-13 14:06:40.465000+00:00,makerdao," The TechOps Core Unit continues to support critical Maker infrastructure, maintaining its stability and operability with a 24/7 schedule. In January 2023, they handled 102 incidents across various services including AWS infrastructure, EC2, Nodes, Analytics dashboard, and Forum. Internal Community tickets created using the designated channel totaled 20 in January. Various teams within TechOps are working on tasks such as whitelisting executive spells, updating Chief keeper, and investigating VDB P1 alerts. Every last Friday of the month at 14:30 UTC, TechOps hosts open office hours for the Maker Community.",bearish,909.0,2023-03-15 00:00:00+00:00,690.0,690.0,2023-03-15 00:00:00+00:00,-0.2409240924092409,838.3333333333334,-0.0777411074440777,verySmall
2046,2046,2046,2023-06-09 19:35:04.631000+00:00,compound," The user is developing a margin trading service called zRex Finance and has integrated Compound's service within their chain protocol. They are interested in discussing potential marketing partnerships. Inquiries should be directed to the appropriate team, and the user does not specify where to write about it.",bearish,32.24,2023-06-10 00:00:00+00:00,23.27,23.27,2023-06-10 00:00:00+00:00,-0.2782258064516129,28.346666666666668,-0.1207609594706369,small
2050,2050,2050,2020-10-18 10:28:38+00:00,curve," Curve Finance is planning to use the community fund for grants focused on ecosystem, DAO, and community development. The goal is to encourage and foster the Curve ecosystem and empower the community. The trial period will last four months, after which a new vote will be held to evaluate results and potentially continue or discontinue the grants. Discussions with other DeFi protocols suggest that these grants could have long-term benefits for Curve's ecosystem.",bearish,0.455,2020-10-20 00:00:00+00:00,0.354,0.354,2020-10-20 00:00:00+00:00,-0.221978021978022,0.409,-0.1010989010989011,verySmall
2052,2052,2052,2024-06-16 15:50:44.762000+00:00,apecoin," Title: Launch Apekin Coin on ApeChain Proposal

   The proposal aims to launch Apekin Coin, a new community coin within the ApeCoin ecosystem, using the Ape Express platform. The initiative will engage the ApeCoin community, support the ApeChain ecosystem, and create innovative opportunities for builders and users.

   Key objectives include fostering community involvement through competitions and giveaways, creating an inaugural ApeChain NFT, developing a fun interactive game, and retaining a portion of the total Apekin Coin supply for further ecosystem enhancement.

   The airdrop will target active ApeCoin community members, Yuga Assets, and Mocaverse NFT holders on ApeChain. The use of requested funding covers technical implementation costs, marketing efforts, legal and operational costs, initial community-building activities, game development, and future initiatives.

   The proposal benefits the ApeCoin ecosystem by increasing community engagement, adding value for holders, showcasing the capabilities of the Ape Express platform, establishing Apekin Coin as a community coin, and introducing an interactive game.

   The requested funding is 100,000 ApeCoins, with 6.9% reserved for future development and community initiatives. A 30% gross revenue share will be given to the ApeCoin DAO from all revenue streams associated with Apekin Coin.",bearish,1.085,2024-06-18 00:00:00+00:00,0.868,0.868,2024-06-18 00:00:00+00:00,-0.1999999999999999,1.005,-0.0737327188940092,verySmall
2053,2053,2053,2023-11-04 11:10:50+00:00,pankcakeswap," Tressy, a user, is seeking assistance in transitioning to cryptocurrency work due to financial needs related to job quit, rent, and computer purchase. She has provided her wallet address (0x726094144A6F076f0a0E65476Dd53d6B4d86f303) for support. She can be followed on DeBank to track her activity, and comments or messages regarding donations can be sent through DeBank, a private message, or blockchain chat.",bearish,1.86,2023-11-04 00:00:00+00:00,1.505,1.505,2023-11-04 00:00:00+00:00,-0.1908602150537635,2.2046666666666668,0.1853046594982078,verySmall
2060,2060,2060,2023-11-07 18:31:26.497000+00:00,balancer," Here's a summary of the updates from various projects related to Balancer:

1. Notional Finance (Wave 5): The audit has been delayed due to an employee departure and is expected to be completed in early-mid December for three Balancer vaults on Arbitrum.

2. Protofire (Wave 9): Completed documentation guide, deployment scripts, ve-system documentation, VotingEscrow extension documentation, subgraph bootstrapping, query examples, and a design layout for the veToken page in October. Plans for November include launching the ve-pool creation on testnet and mainnet, conducting unit tests, smart contract audits, and integrating Atomica protection.

3. RealEstate.Exchange (Wave 3): Still working towards the US launch in Q4, primarily focusing on getting the DID scheme to work with Polygon and Fractal.

4. Yearn Finance (Wave 7): All grant work is complete, discussions are ongoing with the Yearn team for the official launch of yBAL at an optimal time.

5. Xave Finance (Wave 7): Introduced a new feature for independent creation of FXPools, streamlining the process and benefiting stablecoin issuers.

6. Xeonus & Zen Dragon (Wave 8): Completed the governance map/permissions/payload milestone, releasing tools like the interactive smart contract map, permissions map, and payload builder. These tools are expected to benefit others in understanding and interacting with Balancer's smart contracts.

7. Balancer Grants: The BAL Grant program supports projects committed to the development of the Balancer Protocol. Applications can be submitted through the Grants Application form or by checking out the RFP page for inspiration. For further questions, follow Balancer on Twitter or send an email to grants@balancer.community.",bearish,3.652,2023-11-09 00:00:00+00:00,3.059,3.059,2023-11-09 00:00:00+00:00,-0.1623767798466593,3.790666666666666,0.0379700620664475,verySmall
2061,2061,2061,2022-01-20 22:14:06.516000+00:00,makerdao," The text discusses the distribution and movement of Dai, a stablecoin, across various blockchain networks including Avalanche, Binance Smart Chain, Fantom, Polygon, and Layer-2 solutions like Arbitrum, Aztec, Optimism, and Loopring.

Avalanche saw an increase in Dai with more users opting for this network, while Binance Smart Chain experienced a decrease. Fantom showed growth as well. On Polygon, the focus is on scaling solutions with Curve, Sushiswap, Abracadabra showing significant TVL (Total Value Locked).

Arbitrum and Aztec are highlighted for their privacy features and potential growth. Optimism has had some growing pains but still holds around 28.8 million Dai. Loopring is in the prototype phase, while zkSync has attracted more Dai than its competitors with over 3.2 million bridged to the L2.

The text concludes by inviting readers to share suggestions for improving these breakdowns and emphasizing the importance of doing one's own research before investing or using DeFi products and services.",bearish,1905.0,2022-01-22 00:00:00+00:00,1616.0,1616.0,2022-01-22 00:00:00+00:00,-0.1517060367454068,1835.0,-0.0367454068241469,verySmall
2062,2062,2062,2024-03-11 19:21:04+00:00,venus," The text discusses a proposed integration of Frax Finance's stablecoins and staking options into the Venus Protocol. This collaboration aims to provide stable assets for financial activities on Venus, offering additional yield-bearing opportunities through sFRAX and sfrxETH as collateral. Both parties plan to incentivize lending activities to boost adoption and liquidity within their ecosystems. The integration will enhance Venus's platform with stablecoins and staking solutions, diversifying its offerings and strengthening its competitive position in the DeFi space. In summary, this partnership presents a strategic opportunity for Venus Protocol to expand and enrich its platform, fostering a vibrant and sustainable ecosystem for its users.",bearish,15.36,2024-03-11 00:00:00+00:00,12.79,12.79,2024-03-11 00:00:00+00:00,-0.1673177083333333,15.93,0.037109375,verySmall
2064,2064,2064,2024-06-06 23:44:41+00:00,apecoin," The ApeCoin DAO has established a nomination process for the Special Council through AIP-137. Community members can apply and their profiles are posted on Discourse for discussion. Voting for the 15 nominated candidates will take place from June 13 to 19, 2024. The list of nominees includes @AaronHaber, @ernestlee, @JasonJape, @LeilaS, @mo_ezz14, @Moonlyght, @pieter, @TheFatherOfAllStorms, @VonFrontin, and @Waabam. The AIP implementation is managed by the Ape Foundation, with potential changes made for security, usability, and to protect APE holders.",bearish,1.33,2024-06-07 00:00:00+00:00,1.1,1.1,2024-06-07 00:00:00+00:00,-0.1729323308270676,1.2153333333333334,-0.0862155388471178,verySmall
2066,2066,2066,2020-10-08 22:06:36+00:00,curve, A proposal to add an RSV 3Pool incentivized metapool in Curve Finance's decentralized governance system. The aim is to increase liquidity and boost the RSV token ecosystem.,bearish,0.561,2020-10-08 00:00:00+00:00,0.462,0.462,2020-10-08 00:00:00+00:00,-0.1764705882352941,0.5806666666666668,0.0350564468211528,verySmall
2072,2072,2072,2021-05-24 17:11:36.501000+00:00,makerdao," GovAlpha is disclosing details of their multi-sig wallet for Maker Governance approval. The multi-sig address is 0x01D26f8c5cC009868A4BF66E268c17B057fF7A73, with keyholders @LongForWisdom and @prose11. The multi-sig requires at least 2 out of the 2 signatories to approve actions. The DSPauseProxy Contract allows up to 1B DAI spending limit. GovAlpha representatives will be added as keyholders, with a clear purpose defined for the multi-sig: administering funds designated by Maker Governance for GovAlpha's mandate. A process for onboarding and offboarding signatories is in place. The primary contact is @LongForWisdom. Once approved by governance, this multi-sig will be added to a list of recognized Multi-Sig wallets.",bearish,4182.31,2021-05-24 00:00:00+00:00,2710.92,2710.92,2021-05-24 00:00:00+00:00,-0.3518127541956479,4002.816666666667,-0.0429172713962698,small
2079,2079,2079,2022-06-12 19:17:00+00:00,pankcakeswap," The text suggests a preference for customizable lottery number selection, criticizing pre-assigned numbers as having a high probability of being selected.",bearish,3.866,2022-06-13 00:00:00+00:00,3.115,3.115,2022-06-13 00:00:00+00:00,-0.1942576306259699,3.4150000000000005,-0.1166580444904292,verySmall
2083,2083,2083,2021-02-10 04:53:38.105000+00:00,balancer, Unable to complete Ethereum (ETH) to HDX swap. The swap process is stuck and not progressing.,bearish,42.645,2021-02-10 00:00:00+00:00,32.52,32.52,2021-02-10 00:00:00+00:00,-0.2374252550123109,47.31066666666667,0.109407120803533,verySmall
2085,2085,2085,2021-12-03 20:34:14+00:00,pankcakeswap, Investors in Cake Fonuna receive priority and monthly rewards.,bearish,12.55,2021-12-04 00:00:00+00:00,10.0,10.0,2021-12-04 00:00:00+00:00,-0.2031872509960159,11.756666666666668,-0.0632138114209827,verySmall
2089,2089,2089,2024-05-20 18:25:30+00:00,arbitrum," A proposal by Cattin - Seed Latam for 200,000 ARB in the STIP round was made for the Thales Protocol. The request warrants closer attention due to an addendum provided.",bearish,1.1269,2024-05-20 00:00:00+00:00,0.9476,0.9476,2024-05-20 00:00:00+00:00,-0.1591090602537936,1.1572000000000002,0.026887922619576,verySmall
2100,2100,2100,2021-02-04 18:44:37.049000+00:00,makerdao," Views companies, projects, and services associated with Maker Protocol integration.",bearish,2103.33,2021-02-04 00:00:00+00:00,1649.15,1649.15,2021-02-04 00:00:00+00:00,-0.2159337811945818,2441.2633333333333,0.1606658647636526,verySmall
2104,2104,2104,2021-05-18 18:24:33.159000+00:00,makerdao," Tornado Cash, backed by Vitalik and well-regarded in the industry, has introduced support for DAI and cDAI with rewards offered. Estimated Annual Percentage Rates (APR) are 48.48% for depositing 100,000 DAI and 55.8% for depositing $105K worth of cDAI. The project also has a community forum and an Anonymity Mining Spreadsheet for calculations. Users should be aware of potential fees when using the service, but specific fee information could not be found.",bearish,4653.29,2021-05-19 00:00:00+00:00,2435.0,2435.0,2021-05-19 00:00:00+00:00,-0.4767143247035968,4017.66,-0.1365979769152578,medium
2109,2109,2109,2024-07-03 11:26:58.651000+00:00,starknet," The Starknet JS stack is being updated with a new Wallet<>Dapp API, decoupling dependencies between wallets, dapps and starknet.js versions. This update simplifies communication between wallets and dapps, and supports methods for account address information, transaction sending, and signing SNIP-12 typed data. The new API creates a clear separation of concerns between the Dapp, the wallet, and the provider. New repositories and packages have been released to facilitate transition to the new API. This change will become the standard by Starknet mainnet update around September 2024. During the transition period, both API versions will be supported. Dapp developers are encouraged to try out the new stack with the new versions of Starknet-js, starknet-react, and get-starknet. Users should not experience any issues during this change.",bearish,0.622,2024-07-04 00:00:00+00:00,0.526,0.526,2024-07-04 00:00:00+00:00,-0.1543408360128617,0.5563333333333333,-0.1055734190782422,verySmall
2110,2110,2110,2021-11-23 06:04:45+00:00,curve,,bearish,5.06,2021-11-23 00:00:00+00:00,4.103,4.103,2021-11-23 00:00:00+00:00,-0.1891304347826087,5.613666666666667,0.1094202898550726,verySmall
2113,2113,2113,2021-02-05 21:29:25+00:00,balancer," The proposal aims to increase the DEFI+L capTier from `cap1` to `cap2`, raising it from $1M to $3M. This adjustment is due to the total adjusted liquidity of DEFI+L surpassing $3M, exceeding the current imposed cap. The purpose is to distribute a more equitable share of BAL tokens to DEFI+L pools via liquidity mining. DEFI+L is a popular and liquid pie from PieDAO, a creator of tokenized ETFs, which actively rebalances and represents DeFi's biggest and best assets.",bearish,39.353,2021-02-07 00:00:00+00:00,33.1,33.1,2021-02-07 00:00:00+00:00,-0.158895128706833,37.19266666666667,-0.0548962806732227,verySmall
2114,2114,2114,2020-09-11 20:27:24+00:00,sushi," REB2, a community-forked version of the AMPL project, offers a fair and transparent alternative with unique features such as immutable smart contracts, a publicly callable rebase mechanism, a decentralized Oracle, fair distribution, and rebases every 12 hours. To protect against arbitrage attacks, REB2 was forked into REB2 and launched on Uniswap a month ago, and has now been released on SushiSwap. The current supply of REB2 is approximately 2 million, with a market capitalization of around 470k. An LP incentive program has been initiated on SushiSwap, offering high APR rewards to liquidity providers. REB2 aims to secure a spot on the SushiSwap menu for increased liquidity and yield farming opportunities. For more information or questions, join their Telegram group or contact them on Discord.",bearish,2.711,2020-09-11 00:00:00+00:00,2.028,2.028,2020-09-11 00:00:00+00:00,-0.2519365547768351,2.5563333333333333,-0.0570515185048567,small
2117,2117,2117,2022-01-20 08:23:51+00:00,aave,"100k bounty proposed for two researchers, flashfish0x and nipun_pit, in relation to xSUSHI's incident analysis. The Aave community is asked for approval to release these funds. Payment coordination will be handled by eboado (Aave governance forum) and the Aave Grants DAO. Funds will come from the last allocation.",bearish,198.4,2022-01-21 00:00:00+00:00,163.1,163.1,2022-01-21 00:00:00+00:00,-0.1779233870967742,172.1,-0.1325604838709678,verySmall
2120,2120,2120,2024-01-17 20:21:04+00:00,apecoin," The text discusses a proposal to build an ecosystem for GameFi NFT-based Decentralized Autonomous Organizations (DAOs) and vaults using ApeCoin. This ecosystem aims to enhance user engagement in game communities by creating gamified DAOs that allow active wallets to participate. Inactive assets will be pooled into a community vault and redistributed among members.

The proposed system increases NFT scarcity and price, attracting more buyers and investment in the ApeCoin-driven DAO community. It offers incentives to participating voters, fostering engagement. Each game community will have its own DAO with defined governance rules. Only APE coinholders can create and engage in these game DAOs and vaults.

The proposal requires $520k denominated in APE coins and offers 2m STZ tokens as partnership value to the ApeDAO, equivalent to 2.02% of the token's total supply. The full proposal can be found at the provided link. The implementation is administered by the Ape Foundation, with potential alterations to optimize security and usability.",bearish,1.543,2024-01-19 00:00:00+00:00,1.31,1.31,2024-01-19 00:00:00+00:00,-0.1510045366169798,1.4406666666666668,-0.0663210196586734,verySmall
2129,2129,2129,2021-11-09 12:10:24+00:00,balancer," This proposal, found on Balancer's forum, is a Treasury swap between Balancer DAO and Fei Protocol. Fei Protocol, a core contributor at the stablecoin Fei v2, aims to manage volatility risk through Balancer v2 platform, potentially adding $913M+ of current PCV (Protocol Controlled Value) to Balancer.

The proposal suggests exchanging 200,000 BAL for an equivalent USD value of TRIBE and FEI from Fei DAO Treasury. The swap would diversify the treasuries into two assets: FEI, a stable asset, and TRIBE, offering governance rights and Protocol Controlled Value performance upside.

Benefits include treasury diversification, eligibility for Balancer to earn additional TRIBE through Fei's incentivized staking programs, adding stable assets to Balancer Treasury, distributing tokens to a long-term ecosystem partner, and granting governance power for DAO proposals.

The swap will use the 20 day smooth moving average price at the time voting ends, with the price feed being BAL/USDT (Binance) and TRIBE/FEI (Uni-V2) FEI/ETH (Uni-V2). Both parties commit to holding their respective tokens for the long run.",bearish,26.34,2021-11-10 00:00:00+00:00,22.33,22.33,2021-11-10 00:00:00+00:00,-0.1522399392558846,25.186666666666667,-0.043786383194128,verySmall
2138,2138,2138,2024-06-18 19:56:14.291000+00:00,lido," The onboarding process for the Bolt protocol involves two main steps: Off-chain Validator signature Authentication and Opt-in Procedure.

1. Off-chain Validator signature Authentication: Validators need a signature to validate preconfirmation requests. This will be achieved through various signing methods, such as the Commit Boost signing manager. Proposers, along with their key managers, will interact with a commit-boost’s signing manager and proxy key scheme to authorize respective validators and authenticate commitments.

2. Opt-in Procedure: Once registered, proposers must post some form of collateral to guarantee economic credibility behind their preconfirmations. The specific method for achieving this is yet to be determined.

Bolt is currently seeking validators for Cohort 1 for testing and demonstrating the protocol. Lido node operators are ideal partners for this purpose.

For on-chain registration, proposers would sign a message with their withdrawal address private key to request opting in. This message will contain the Ethereum address that the proposer intends to use as the signer for individual preconfirmation requests. The ownership of this new ECDSA key-pair is then proven on-chain through a transaction sent by the proposer.

Bolt places additional slashing risk on proposers, but ways to reduce this risk or increase rewards can be explored. Acceptance into the Lido alliance would be a direct endorsement for Chainbound and Bolt, leading to collaboration and feedback on Bolt’s design choices. Lido node operators are encouraged to participate in Validator Cohort 1 and provide ongoing assistance with validator adoption.

The Bolt protocol aims to support and grow Ethereum, with proposer agency and trustless proposer commitments being core towards making Ethereum more censorship-resistant and usable.",bearish,2.188,2024-06-18 00:00:00+00:00,1.725,1.725,2024-06-18 00:00:00+00:00,-0.2116087751371115,2.279,0.0415904936014624,verySmall
2152,2152,2152,2024-05-20 18:28:27+00:00,arbitrum," A proposal for 350,000 ARB was made by Cattin - Seed Latam in the Arbitrum STIP round. The request warrants closer attention due to an addendum provided.",bearish,1.1269,2024-05-20 00:00:00+00:00,0.9476,0.9476,2024-05-20 00:00:00+00:00,-0.1591090602537936,1.1572000000000002,0.026887922619576,verySmall
2155,2155,2155,2020-11-06 07:20:50.901000+00:00,uniswap," The text suggests that due to competition, exchanges may not act in the best interest of Uniswap (UNI) and should be prevented from voting on governance proposals.",bearish,2.5657,2020-11-06 00:00:00+00:00,2.1735,2.1735,2020-11-06 00:00:00+00:00,-0.1528627664964726,2.6355,0.0272050512530692,verySmall
2157,2157,2157,2024-06-06 18:18:27+00:00,arbitrum,"1. The Arbitrum Foundation is requesting 400 ETH for 3 years to reimburse honest parties' gas costs, with an additional buffer of 92 ETH in case of higher gas prices or multiple challenges per year.

2. To implement this, the following steps are proposed:
   - AIP publication and temperature checks on Snapshot for bond sentiment and operational cost sentiment.
   - If there is strong consensus, the AIP will be published as an on-chain AIP for a vote. If not, the proposal will be iterated on and re-submitted until there is consensus.
   - Assuming a successful vote, funds will be transferred to a multi-sig wallet controlled by the Arbitrum Foundation.
   - The Arbitrum Foundation will deposit the funds in a validator that will secure Arbitrum One if the AIP to upgrade the DAO-governed chains to use BoLD is passed.

3. The Arbitrum Foundation will not be entitled to the service fee but will be reimbursed for L1 gas costs. All payments and reimbursements for non-Arbitrum Foundation actors will be manually processed by the Arbitrum Foundation, adhering to their compliance process.

4. If the BoLD proposal is not approved by the ArbitrumDAO, the funds will be returned. After 3 years, any unspent funds will be returned to the ArbitrumDAO and a subsequent proposal will be posted to cover future operational costs of Arbitrum.

5. The ArbitrumDAO has the authority to return the funds to the treasury by revoking the Arbitrum Foundation's proposer at any time. This is implemented and enforced via the BoLD smart contracts.",bearish,1.0883,2024-06-07 00:00:00+00:00,0.9,0.9,2024-06-07 00:00:00+00:00,-0.1730221446292383,1.0183666666666666,-0.064259242243254,verySmall
2177,2177,2177,2024-07-03 08:07:11.360000+00:00,astar," Neemo is a DeFi project developed by experienced team members with expertise in areas such as lending, stable DEX, and yield optimization. The team includes Co-founder and CEO Seiya Chida who brings operational experience from Starlay Finance, Kagla Finance, and Muuu Finance on the Astar Network, as well as venture capital experience. Sagar Chaurasia, Co-founder and CTO, has extensive experience in the LST/LRT ecosystem and is known for his significant contributions to liquid staking protocols. Priyansh Saxena, Co-founder and CMO, brings marketing and content management skills from his work on Claystack, a liquid staking protocol on Ethereum.

The team structure includes six additional members across development, business development, audit, and design divisions. Neemo prioritizes security with three layers of measures including an audit company, peer audit, and onchain security using SphereX to prevent malicious activities.

The roadmap for Neemo includes launching nsASTR on Astar EVM mainnet in August, native staking and unstaking on other L2s in September, and near future development such as leveraged staking, distribution of dApp staking votes to other DeFi ecosystems, and a Token Generation Event (TGE) for their native token. The team is committed to building a better ecosystem and appreciates support from the community.

References are provided for more information about Neemo including their landing page, Twitter, Discord, and Medium.",bearish,0.0714,2024-07-05 00:00:00+00:00,0.0546,0.0546,2024-07-05 00:00:00+00:00,-0.2352941176470588,0.0651333333333333,-0.0877684407096172,verySmall
2184,2184,2184,2023-11-09 11:33:44.542000+00:00,lido," The Lido DAO aims to simplify and decentralize Ethereum staking through a proposed permissionless staking module called Community Staking Module (CSM). This module, developed by a team within Lido DAO, aims to increase independent node operators' interaction with the protocol. Key features of CSM include smoothened rewards, competitive bond, user-friendly UX, low gas fees, and market-leading rewards. The proposed allocation for CSM is up to 10%, with a gradual increase to ensure security and reliability. Implementation of CSM is expected before the end of 2024, and partnerships with DeFi ecosystem projects are sought to facilitate its development. The goal is to attract at least 300 independent Node Operators within the first three months after launch. Feedback from the community and Ethereum ecosystem developers is encouraged for the proposed module.",bearish,2.322,2023-11-09 00:00:00+00:00,1.894,1.894,2023-11-09 00:00:00+00:00,-0.1843238587424634,2.286666666666666,-0.0152167671547516,verySmall
2190,2190,2190,2020-12-07 10:46:16+00:00,curve, Proposal to add a UST Tripool Metapool on Curve Finance platform for stablecoin liquidity and yield farming opportunities.,bearish,0.708,2020-12-08 00:00:00+00:00,0.588,0.588,2020-12-08 00:00:00+00:00,-0.1694915254237288,0.65,-0.0819209039548021,verySmall
2193,2193,2193,2023-11-22 09:50:03.707000+00:00,lido," This supplementary note proposes two metrics, ""rewarded capital"" (RC) and ""rewarded capital multiplier"" (RCM), for evaluating staking projects. The RC represents the total amount of capital required to achieve a certain return, while RCM indicates the potential return relative to the initial investment.

The note provides examples for several staking projects, including Rocket Pool LEB8, Stader, Swell, and CSM (four versions). Each project's bond size in ETH, additional bond, APR ratio (K), maximum fee, RC, and RCM are compared.

At the time of writing, Rocket Pool offers LEB8 minipools with an RCM of 1.22, Stader provides permissionless staking with a 1.82 multiplier, and Swell does not have permissionless staking live yet but plans to launch with a 1.1 multiplier.

Looking into the future, it is assumed that Rocket Pool will launch LEB4 minipools (1.39) or even LEB4 without RPL requirement (1.98). Stader's rewards may decrease, resulting in a lower RCM, while introducing a 2 ETH bond for CSM could increase its RCM to 2.1. The complete calculations can be found in the provided link.",bearish,2.615,2023-11-22 00:00:00+00:00,2.201,2.201,2023-11-22 00:00:00+00:00,-0.1583173996175908,2.530333333333333,-0.0323773103887826,verySmall
2195,2195,2195,2022-04-04 00:56:16+00:00,pankcakeswap, Make the AVAX-BNB yield farming option accessible.,bearish,9.92,2022-04-06 00:00:00+00:00,8.3,8.3,2022-04-06 00:00:00+00:00,-0.1633064516129031,9.28,-0.0645161290322579,verySmall
2203,2203,2203,2023-11-04 06:55:46+00:00,pankcakeswap," Growing community anticipates increased participation in the government, with a potential bull run and incentivized content creation including tutorials, posts, events, and workshops.",bearish,1.86,2023-11-04 00:00:00+00:00,1.505,1.505,2023-11-04 00:00:00+00:00,-0.1908602150537635,2.2046666666666668,0.1853046594982078,verySmall
2206,2206,2206,2022-05-12 23:17:08.377000+00:00,makerdao," The text discusses a DAO Governance Report on Ethereum ecosystem's DeFi DAOs, aiming to understand their governance structures. Key concepts like broad participation, resistance to capture, openness, and alignment of incentives were analyzed in 8 prominent DAOs.

Two notable initiatives highlighted from the report are Dxdao's Public Working Group Sessions for promoting transparency and free information sharing, and Aave's Governance Delay that allows a 7-day execution delay for approved proposals. The report suggests considering implementing similar openness policies in Maker governance and modifying the current 48-hour pause delay to provide more actionable time during contingencies.

Other potential practices identified include Quadratic Voting, Non-Transferable Voting Power, Voting Power Proportional to Vote-Escrowed Time Lock, Vesting Token Compensation for Contributors, Liquid Voting, Treasury Diversification, and others. The report was supported by the MakerDAO GovAlpha Core Unit throughout its preparation.",bearish,1339.0,2022-05-12 00:00:00+00:00,955.0,955.0,2022-05-12 00:00:00+00:00,-0.2867811799850635,1428.6666666666667,0.0669653970624845,small
2210,2210,2210,2021-04-15 20:45:36.122000+00:00,makerdao," Discussion category for resources on MakerDAO ecosystem, sharing informative articles from reputable sources like The Maker Blog and The Maker Community Blog. Avoid low-quality posts; ask questions via DM to @seth if needed.",bearish,3751.61,2021-04-15 00:00:00+00:00,2676.04,2676.04,2021-04-15 00:00:00+00:00,-0.2866955786982123,3476.933333333334,-0.0732156771803749,small
2224,2224,2224,2023-11-07 09:35:19+00:00,pankcakeswap," PancakeSwap, a leading decentralized exchange on Binance Smart Chain (BSC), plans to enable token bridging with Zora Network. The proposed pools for this operation are BNB, USDT, and CAKE. Discussions about user incentives and application support will occur between PancakeSwap Governance and the Zora Network Integration Team. Liquidity incentives may be provided in the form of CAKE rewards. Technical integration and maintenance of the bridging solution will be ensured by PancakeSwap, with regular reviews for seamless operation. The specifics of the proposal are subject to collaboration between both teams.",bearish,2.191,2023-11-09 00:00:00+00:00,1.782,1.782,2023-11-09 00:00:00+00:00,-0.1866727521679597,2.125,-0.0301232314011866,verySmall
2226,2226,2226,2024-06-16 14:22:32.157000+00:00,astar," The text discusses a question about Neurolanche X's new dApp cycle and its associated airdrop rewards. The author expresses concern that the airdrops are only being offered to those who support the project during the current cycle, potentially leaving out initial backers who were promised an airdrop. They suggest this practice could be perceived as poor and ask for clarification from Neurolanche X regarding the distribution of resources and rewards to both current and initial supporters. The author also mentions that there is a limited time for bonus staking and anticipates that others may have similar questions.",bearish,0.0787,2024-06-18 00:00:00+00:00,0.0617,0.0617,2024-06-18 00:00:00+00:00,-0.216010165184244,0.0726333333333333,-0.0770859805167301,verySmall
2230,2230,2230,2021-05-03 21:01:31.356000+00:00,makerdao," The MIP Framework provides dates for authors to submit their proposals for the next earliest Formal Submission window in 2024. The table outlines monthly governance cycles with specific Formal Submission Windows, Latest RFC Submission Dates, and Last Days for Changes. For instance, the Formal Submission Window for February spans from February 5 to 7, and proposals must remain unchanged for at least one week before submission. A public Google calendar is available for reference.",bearish,5981.71,2021-05-03 00:00:00+00:00,4911.17,4911.17,2021-05-03 00:00:00+00:00,-0.1789688901668586,5545.063333333334,-0.0729969635215792,verySmall
2237,2237,2237,2022-01-31 20:10:13.257000+00:00,uniswap," The Voltz Labs team proposed a grant to provide Voltz with a v3 Additional Use Grant in exchange for 1% of future tokens and various non-financial benefits, which was favorably received by the Uniswap community. Following a successful vote, they are now preparing for a Consensus Check on Snapshot. The proposed language to be added to v3-core-license-grants.uniswap.eth, if the proposal is successful, grants Voltz Labs permission to use the Uniswap V3 Core software code for creating, deploying, and updating an interest rate swap automated market maker (IRS AMM), as well as deploying it on blockchain-based applications and protocols. The license allows subcontractors to perform this work under certain conditions. They welcome additional comments from the Uniswap community before initiating the Consensus Check.",bearish,11.77,2022-02-03 00:00:00+00:00,9.97,9.97,2022-02-03 00:00:00+00:00,-0.152931180968564,10.9,-0.0739167374681392,verySmall
2238,2238,2238,2021-12-03 03:50:20+00:00,curve,"

Affirmative, can.",bearish,4.363,2021-12-04 00:00:00+00:00,2.692,2.692,2021-12-04 00:00:00+00:00,-0.3829933531973413,3.91,-0.1038276415310566,small
2244,2244,2244,2021-05-31 23:25:56+00:00,uniswap," The text proposes using 1 million UNI from the community treasury to establish a 501(c)(4) organization for defending the protocol and DeFi against legal and regulatory risks, thereby preserving the potential of DeFi.",bearish,28.239,2021-05-31 00:00:00+00:00,23.433,23.433,2021-05-31 00:00:00+00:00,-0.1701901625411665,28.184,-0.0019476610361556,verySmall
2247,2247,2247,2022-07-21 19:06:35+00:00,optimism," The Governance Fund Phase 1 proposal is eligible for voting in Cycle 4, but has not been approved by a delegate. Delegates can still vote on it if they wish. For more information, see Voting Cycle 4 Roundup. [Link to proposal removed.]",bearish,0.776,2022-07-21 00:00:00+00:00,0.651,0.651,2022-07-21 00:00:00+00:00,-0.1610824742268041,0.8503333333333334,0.0957903780068728,verySmall
2249,2249,2249,2024-07-03 21:20:28.596000+00:00,venus," The text proposes adjustments to the liquidation threshold and collateral factor for wstETH and weETH in Venus's Staked ETH pool. The assets, wstETH and weETH, have shown strong peg stability and low volatility compared to WETH, allowing for increased borrowing power. The proposal suggests increasing the current collateral factors from 90% to 93% and adjusting the liquidation thresholds from 93% to 95%. This change aims to optimize the protocol by encouraging more deposits and looping.",bearish,5.97,2024-07-05 00:00:00+00:00,4.54,4.54,2024-07-05 00:00:00+00:00,-0.2395309882747068,5.493333333333333,-0.0798436627582356,verySmall
